Rivet 3.1.1 running on machine mgiacalo-simple (x86_64) at 2022-04-07 15:52:00
Reading events from '/tmp/p6per.fifo'
Event 230700 (0:28:36 elapsed)
Event 230800 (0:28:37 elapsed)
Event 230900 (0:28:38 elapsed)
Event 231000 (0:28:39 elapsed)
Event 231100 (0:28:39 elapsed)
Event 231200 (0:28:40 elapsed)
Event 231300 (0:28:41 elapsed)
Event 231400 (0:28:42 elapsed)
Event 231500 (0:28:43 elapsed)
Event 231600 (0:28:43 elapsed)
Event 231700 (0:28:44 elapsed)
Event 231800 (0:28:45 elapsed)
Event 231900 (0:28:46 elapsed)
Event 232000 (0:28:46 elapsed)
Event 232100 (0:28:47 elapsed)
Event 232200 (0:28:48 elapsed)
Event 232300 (0:28:48 elapsed)
Event 232400 (0:28:49 elapsed)
Event 232500 (0:28:50 elapsed)
Event 232600 (0:28:51 elapsed)
Event 232700 (0:28:52 elapsed)
Event 232800 (0:28:52 elapsed)
Event 232900 (0:28:53 elapsed)
Event 233000 (0:28:54 elapsed)
Event 233100 (0:28:55 elapsed)
Event 233200 (0:28:55 elapsed)
Event 233300 (0:28:56 elapsed)
Event 233400 (0:28:57 elapsed)
Event 233500 (0:28:57 elapsed)
Event 233600 (0:28:58 elapsed)
Event 233700 (0:28:59 elapsed)
Event 233800 (0:29:00 elapsed)
Event 233900 (0:29:01 elapsed)
Event 234000 (0:29:01 elapsed)
Event 234100 (0:29:02 elapsed)
Event 234200 (0:29:03 elapsed)
Event 234300 (0:29:04 elapsed)
Event 234400 (0:29:04 elapsed)
Event 234500 (0:29:05 elapsed)
Event 234600 (0:29:06 elapsed)
Event 234700 (0:29:07 elapsed)
Event 234800 (0:29:07 elapsed)
Event 234900 (0:29:08 elapsed)
Event 235000 (0:29:09 elapsed)
Event 235100 (0:29:10 elapsed)
Event 235200 (0:29:10 elapsed)
Event 235300 (0:29:11 elapsed)
Event 235400 (0:29:12 elapsed)
Event 235500 (0:29:12 elapsed)
Event 235600 (0:29:13 elapsed)
Event 235700 (0:29:14 elapsed)
Event 235800 (0:29:15 elapsed)
Event 235900 (0:29:15 elapsed)
Event 236000 (0:29:16 elapsed)
Event 236100 (0:29:17 elapsed)
Event 236200 (0:29:18 elapsed)
Event 236300 (0:29:18 elapsed)
Event 236400 (0:29:19 elapsed)
Event 236500 (0:29:20 elapsed)
Event 236600 (0:29:21 elapsed)
Event 236700 (0:29:21 elapsed)
Event 236800 (0:29:22 elapsed)
Event 236900 (0:29:23 elapsed)
Event 237000 (0:29:23 elapsed)
Event 237100 (0:29:24 elapsed)
Event 237200 (0:29:25 elapsed)
Event 237300 (0:29:26 elapsed)
Event 237400 (0:29:26 elapsed)
Event 237500 (0:29:27 elapsed)
Event 237600 (0:29:28 elapsed)
Event 237700 (0:29:29 elapsed)
Event 237800 (0:29:29 elapsed)
Event 237900 (0:29:30 elapsed)
Event 238000 (0:29:31 elapsed)
Event 238100 (0:29:32 elapsed)
Event 238200 (0:29:32 elapsed)
Event 238300 (0:29:33 elapsed)
Event 238400 (0:29:34 elapsed)
Event 238500 (0:29:35 elapsed)
Event 238600 (0:29:35 elapsed)
Event 238700 (0:29:36 elapsed)
Event 238800 (0:29:37 elapsed)
Event 238900 (0:29:38 elapsed)
Event 239000 (0:29:38 elapsed)
Event 239100 (0:29:39 elapsed)
Event 239200 (0:29:40 elapsed)
Event 239300 (0:29:41 elapsed)
Event 239400 (0:29:41 elapsed)
Event 239500 (0:29:42 elapsed)
Event 239600 (0:29:43 elapsed)
Event 239700 (0:29:44 elapsed)
Event 239800 (0:29:44 elapsed)
Event 239900 (0:29:45 elapsed)
Event 240000 (0:29:46 elapsed)
Event 240100 (0:29:46 elapsed)
Event 240200 (0:29:47 elapsed)
Event 240300 (0:29:48 elapsed)
Event 240400 (0:29:49 elapsed)
Event 240500 (0:29:50 elapsed)
Event 240600 (0:29:50 elapsed)
Event 240700 (0:29:51 elapsed)
Event 240800 (0:29:52 elapsed)
Event 240900 (0:29:52 elapsed)
Event 241000 (0:29:53 elapsed)
Event 241100 (0:29:54 elapsed)
Event 241200 (0:29:55 elapsed)
Event 241300 (0:29:55 elapsed)
Event 241400 (0:29:56 elapsed)
Event 241500 (0:29:57 elapsed)
Event 241600 (0:29:57 elapsed)
Event 241700 (0:29:58 elapsed)
Event 241800 (0:29:59 elapsed)
Event 241900 (0:30:00 elapsed)
Event 242000 (0:30:00 elapsed)
Event 242100 (0:30:01 elapsed)
Event 242200 (0:30:02 elapsed)
Event 242300 (0:30:03 elapsed)
Event 242400 (0:30:03 elapsed)
Event 242500 (0:30:04 elapsed)
Event 242600 (0:30:05 elapsed)
Event 242700 (0:30:06 elapsed)
Event 242800 (0:30:07 elapsed)
Event 242900 (0:30:07 elapsed)
Event 243000 (0:30:08 elapsed)
Event 243100 (0:30:09 elapsed)
Event 243200 (0:30:09 elapsed)
Event 243300 (0:30:10 elapsed)
Event 243400 (0:30:11 elapsed)
Event 243500 (0:30:11 elapsed)
Event 243600 (0:30:12 elapsed)
Event 243700 (0:30:13 elapsed)
Event 243800 (0:30:14 elapsed)
Event 243900 (0:30:15 elapsed)
Event 244000 (0:30:15 elapsed)
Event 244100 (0:30:16 elapsed)
Event 244200 (0:30:17 elapsed)
Event 244300 (0:30:17 elapsed)
Event 244400 (0:30:18 elapsed)
Event 244500 (0:30:19 elapsed)
Event 244600 (0:30:20 elapsed)
Event 244700 (0:30:20 elapsed)
Event 244800 (0:30:21 elapsed)
Event 244900 (0:30:22 elapsed)
Event 245000 (0:30:23 elapsed)
Event 245100 (0:30:23 elapsed)
Event 245200 (0:30:24 elapsed)
Event 245300 (0:30:25 elapsed)
Event 245400 (0:30:26 elapsed)
Event 245500 (0:30:26 elapsed)
Event 245600 (0:30:27 elapsed)
Event 245700 (0:30:28 elapsed)
Event 245800 (0:30:29 elapsed)
Event 245900 (0:30:29 elapsed)
Event 246000 (0:30:30 elapsed)
Event 246100 (0:30:31 elapsed)
Event 246200 (0:30:32 elapsed)
Event 246300 (0:30:33 elapsed)
Event 246400 (0:30:34 elapsed)
Event 246500 (0:30:35 elapsed)
Event 246600 (0:30:35 elapsed)
Event 246700 (0:30:36 elapsed)
Event 246800 (0:30:37 elapsed)
Event 246900 (0:30:38 elapsed)
Event 247000 (0:30:39 elapsed)
Event 247100 (0:30:39 elapsed)
Event 247200 (0:30:40 elapsed)
Event 247300 (0:30:41 elapsed)
Event 247400 (0:30:41 elapsed)
Event 247500 (0:30:42 elapsed)
Event 247600 (0:30:43 elapsed)
Event 247700 (0:30:44 elapsed)
Event 247800 (0:30:44 elapsed)
Event 247900 (0:30:45 elapsed)
Event 248000 (0:30:46 elapsed)
Event 248100 (0:30:47 elapsed)
Event 248200 (0:30:48 elapsed)
Event 248300 (0:30:48 elapsed)
Event 248400 (0:30:49 elapsed)
Event 248500 (0:30:50 elapsed)
Event 248600 (0:30:50 elapsed)
Event 248700 (0:30:51 elapsed)
Event 248800 (0:30:52 elapsed)
Event 248900 (0:30:53 elapsed)
Event 249000 (0:30:53 elapsed)
Event 249100 (0:30:54 elapsed)
Event 249200 (0:30:55 elapsed)
Event 249300 (0:30:56 elapsed)
Event 249400 (0:30:56 elapsed)
Event 249500 (0:30:57 elapsed)
Event 249600 (0:30:58 elapsed)
Event 249700 (0:30:59 elapsed)
Event 249800 (0:31:00 elapsed)
Event 249900 (0:31:00 elapsed)
Event 250000 (0:31:01 elapsed)
Event 250100 (0:31:02 elapsed)
Event 250200 (0:31:03 elapsed)
Event 250300 (0:31:03 elapsed)
Event 250400 (0:31:04 elapsed)
Event 250500 (0:31:05 elapsed)
Event 250600 (0:31:06 elapsed)
Event 250700 (0:31:06 elapsed)
Event 250800 (0:31:07 elapsed)
Event 250900 (0:31:08 elapsed)
Event 251000 (0:31:09 elapsed)
Event 251100 (0:31:10 elapsed)
Event 251200 (0:31:10 elapsed)
Event 251300 (0:31:11 elapsed)
Event 251400 (0:31:12 elapsed)
Event 251500 (0:31:12 elapsed)
Event 251600 (0:31:13 elapsed)
Event 251700 (0:31:14 elapsed)
Event 251800 (0:31:15 elapsed)
Event 251900 (0:31:15 elapsed)
Event 252000 (0:31:16 elapsed)
Event 252100 (0:31:17 elapsed)
Event 252200 (0:31:17 elapsed)
Event 252300 (0:31:18 elapsed)
Event 252400 (0:31:19 elapsed)
Event 252500 (0:31:20 elapsed)
Event 252600 (0:31:21 elapsed)
Event 252700 (0:31:21 elapsed)
Event 252800 (0:31:22 elapsed)
Event 252900 (0:31:23 elapsed)
Event 253000 (0:31:23 elapsed)
Event 253100 (0:31:24 elapsed)
Event 253200 (0:31:25 elapsed)
Event 253300 (0:31:26 elapsed)
Event 253400 (0:31:26 elapsed)
Event 253500 (0:31:27 elapsed)
Event 253600 (0:31:28 elapsed)
Event 253700 (0:31:29 elapsed)
Event 253800 (0:31:29 elapsed)
Event 253900 (0:31:30 elapsed)
Event 254000 (0:31:31 elapsed)
Event 254100 (0:31:31 elapsed)
Event 254200 (0:31:32 elapsed)
Event 254300 (0:31:33 elapsed)
Event 254400 (0:31:34 elapsed)
Event 254500 (0:31:34 elapsed)
Event 254600 (0:31:35 elapsed)
Event 254700 (0:31:36 elapsed)
Event 254800 (0:31:37 elapsed)
Event 254900 (0:31:37 elapsed)
Event 255000 (0:31:38 elapsed)
Event 255100 (0:31:39 elapsed)
Event 255200 (0:31:40 elapsed)
Event 255300 (0:31:41 elapsed)
Event 255400 (0:31:41 elapsed)
Event 255500 (0:31:42 elapsed)
Event 255600 (0:31:43 elapsed)
Event 255700 (0:31:43 elapsed)
Event 255800 (0:31:44 elapsed)
Event 255900 (0:31:45 elapsed)
Event 256000 (0:31:46 elapsed)
Event 256100 (0:31:46 elapsed)
Event 256200 (0:31:47 elapsed)
Event 256300 (0:31:48 elapsed)
Event 256400 (0:31:49 elapsed)
Event 256500 (0:31:49 elapsed)
Event 256600 (0:31:50 elapsed)
Event 256700 (0:31:51 elapsed)
Event 256800 (0:31:52 elapsed)
Event 256900 (0:31:52 elapsed)
Event 257000 (0:31:53 elapsed)
Event 257100 (0:31:54 elapsed)
Event 257200 (0:31:55 elapsed)
Event 257300 (0:31:55 elapsed)
Event 257400 (0:31:56 elapsed)
Event 257500 (0:31:57 elapsed)
Event 257600 (0:31:58 elapsed)
Event 257700 (0:31:59 elapsed)
Event 257800 (0:31:59 elapsed)
Event 257900 (0:32:00 elapsed)
Event 258000 (0:32:01 elapsed)
Event 258100 (0:32:01 elapsed)
Event 258200 (0:32:02 elapsed)
Event 258300 (0:32:03 elapsed)
Event 258400 (0:32:04 elapsed)
Event 258500 (0:32:04 elapsed)
Event 258600 (0:32:05 elapsed)
Event 258700 (0:32:06 elapsed)
Event 258800 (0:32:07 elapsed)
Event 258900 (0:32:07 elapsed)
Event 259000 (0:32:08 elapsed)
Event 259100 (0:32:09 elapsed)
Event 259200 (0:32:10 elapsed)
Event 259300 (0:32:11 elapsed)
Event 259400 (0:32:11 elapsed)
Event 259500 (0:32:12 elapsed)
Event 259600 (0:32:13 elapsed)
Event 259700 (0:32:14 elapsed)
Event 259800 (0:32:14 elapsed)
Event 259900 (0:32:15 elapsed)
Event 260000 (0:32:16 elapsed)
Event 260100 (0:32:17 elapsed)
Event 260200 (0:32:17 elapsed)
Event 260300 (0:32:18 elapsed)
Event 260400 (0:32:19 elapsed)
Event 260500 (0:32:20 elapsed)
Event 260600 (0:32:21 elapsed)
Event 260700 (0:32:21 elapsed)
Event 260800 (0:32:22 elapsed)
Event 260900 (0:32:23 elapsed)
Event 261000 (0:32:24 elapsed)
Event 261100 (0:32:24 elapsed)
Event 261200 (0:32:25 elapsed)
Event 261300 (0:32:26 elapsed)
Event 261400 (0:32:26 elapsed)
Event 261500 (0:32:27 elapsed)
Event 261600 (0:32:28 elapsed)
Event 261700 (0:32:29 elapsed)
Event 261800 (0:32:30 elapsed)
Event 261900 (0:32:30 elapsed)
Event 262000 (0:32:31 elapsed)
Event 262100 (0:32:32 elapsed)
Event 262200 (0:32:33 elapsed)
Event 262300 (0:32:33 elapsed)
Event 262400 (0:32:34 elapsed)
Event 262500 (0:32:35 elapsed)
Event 262600 (0:32:35 elapsed)
Event 262700 (0:32:36 elapsed)
Event 262800 (0:32:37 elapsed)
Event 262900 (0:32:38 elapsed)
Event 263000 (0:32:38 elapsed)
Event 263100 (0:32:39 elapsed)
Event 263200 (0:32:40 elapsed)
Event 263300 (0:32:41 elapsed)
Event 263400 (0:32:42 elapsed)
Event 263500 (0:32:42 elapsed)
Event 263600 (0:32:43 elapsed)
Event 263700 (0:32:44 elapsed)
Event 263800 (0:32:45 elapsed)
Event 263900 (0:32:46 elapsed)
Event 264000 (0:32:46 elapsed)
Event 264100 (0:32:47 elapsed)
Event 264200 (0:32:48 elapsed)
Event 264300 (0:32:49 elapsed)
Event 264400 (0:32:49 elapsed)
Event 264500 (0:32:50 elapsed)
Event 264600 (0:32:51 elapsed)
Event 264700 (0:32:51 elapsed)
Event 264800 (0:32:52 elapsed)
Event 264900 (0:32:53 elapsed)
Event 265000 (0:32:54 elapsed)
Event 265100 (0:32:54 elapsed)
Event 265200 (0:32:55 elapsed)
Event 265300 (0:32:56 elapsed)
Event 265400 (0:32:57 elapsed)
Event 265500 (0:32:57 elapsed)
Event 265600 (0:32:58 elapsed)
Event 265700 (0:32:59 elapsed)
Event 265800 (0:33:00 elapsed)
Event 265900 (0:33:01 elapsed)
Event 266000 (0:33:01 elapsed)
Event 266100 (0:33:02 elapsed)
Event 266200 (0:33:03 elapsed)
Event 266300 (0:33:03 elapsed)
Event 266400 (0:33:04 elapsed)
Event 266500 (0:33:05 elapsed)
Event 266600 (0:33:06 elapsed)
Event 266700 (0:33:07 elapsed)
Event 266800 (0:33:07 elapsed)
Event 266900 (0:33:08 elapsed)
Event 267000 (0:33:09 elapsed)
Event 267100 (0:33:10 elapsed)
Event 267200 (0:33:10 elapsed)
Event 267300 (0:33:11 elapsed)
Event 267400 (0:33:12 elapsed)
Event 267500 (0:33:13 elapsed)
Event 267600 (0:33:14 elapsed)
Event 267700 (0:33:14 elapsed)
Event 267800 (0:33:15 elapsed)
Event 267900 (0:33:16 elapsed)
Event 268000 (0:33:16 elapsed)
Event 268100 (0:33:17 elapsed)
Event 268200 (0:33:18 elapsed)
Event 268300 (0:33:19 elapsed)
Event 268400 (0:33:20 elapsed)
Event 268500 (0:33:20 elapsed)
Event 268600 (0:33:21 elapsed)
Event 268700 (0:33:22 elapsed)
Event 268800 (0:33:22 elapsed)
Event 268900 (0:33:23 elapsed)
Event 269000 (0:33:24 elapsed)
Event 269100 (0:33:24 elapsed)
Event 269200 (0:33:25 elapsed)
Event 269300 (0:33:26 elapsed)
Event 269400 (0:33:27 elapsed)
Event 269500 (0:33:27 elapsed)
Event 269600 (0:33:28 elapsed)
Event 269700 (0:33:29 elapsed)
Event 269800 (0:33:30 elapsed)
Event 269900 (0:33:31 elapsed)
Event 270000 (0:33:31 elapsed)
Event 270100 (0:33:32 elapsed)
Event 270200 (0:33:33 elapsed)
Event 270300 (0:33:33 elapsed)
Event 270400 (0:33:34 elapsed)
Event 270500 (0:33:35 elapsed)
Event 270600 (0:33:36 elapsed)
Event 270700 (0:33:36 elapsed)
Event 270800 (0:33:37 elapsed)
Event 270900 (0:33:38 elapsed)
Event 271000 (0:33:39 elapsed)
Event 271100 (0:33:39 elapsed)
Event 271200 (0:33:40 elapsed)
Event 271300 (0:33:41 elapsed)
Event 271400 (0:33:42 elapsed)
Event 271500 (0:33:42 elapsed)
Event 271600 (0:33:43 elapsed)
Event 271700 (0:33:44 elapsed)
Event 271800 (0:33:45 elapsed)
Event 271900 (0:33:45 elapsed)
Event 272000 (0:33:46 elapsed)
Event 272100 (0:33:47 elapsed)
Event 272200 (0:33:47 elapsed)
Event 272300 (0:33:48 elapsed)
Event 272400 (0:33:49 elapsed)
Event 272500 (0:33:50 elapsed)
Event 272600 (0:33:50 elapsed)
Event 272700 (0:33:51 elapsed)
Event 272800 (0:33:52 elapsed)
Event 272900 (0:33:52 elapsed)
Event 273000 (0:33:53 elapsed)
Event 273100 (0:33:54 elapsed)
Event 273200 (0:33:55 elapsed)
Event 273300 (0:33:56 elapsed)
Event 273400 (0:33:56 elapsed)
Event 273500 (0:33:57 elapsed)
Event 273600 (0:33:58 elapsed)
Event 273700 (0:33:59 elapsed)
Event 273800 (0:33:59 elapsed)
Event 273900 (0:34:00 elapsed)
Event 274000 (0:34:01 elapsed)
Event 274100 (0:34:02 elapsed)
Event 274200 (0:34:02 elapsed)
Event 274300 (0:34:03 elapsed)
Event 274400 (0:34:04 elapsed)
Event 274500 (0:34:05 elapsed)
Event 274600 (0:34:05 elapsed)
Event 274700 (0:34:06 elapsed)
Event 274800 (0:34:07 elapsed)
Event 274900 (0:34:08 elapsed)
Event 275000 (0:34:08 elapsed)
Event 275100 (0:34:09 elapsed)
Event 275200 (0:34:10 elapsed)
Event 275300 (0:34:10 elapsed)
Event 275400 (0:34:11 elapsed)
Event 275500 (0:34:12 elapsed)
Event 275600 (0:34:13 elapsed)
Event 275700 (0:34:13 elapsed)
Event 275800 (0:34:14 elapsed)
Event 275900 (0:34:15 elapsed)
Event 276000 (0:34:16 elapsed)
Event 276100 (0:34:16 elapsed)
Event 276200 (0:34:17 elapsed)
Event 276300 (0:34:18 elapsed)
Event 276400 (0:34:19 elapsed)
Event 276500 (0:34:19 elapsed)
Event 276600 (0:34:20 elapsed)
Event 276700 (0:34:21 elapsed)
Event 276800 (0:34:22 elapsed)
Event 276900 (0:34:23 elapsed)
Event 277000 (0:34:23 elapsed)
Event 277100 (0:34:24 elapsed)
Event 277200 (0:34:25 elapsed)
Event 277300 (0:34:25 elapsed)
Event 277400 (0:34:26 elapsed)
Event 277500 (0:34:27 elapsed)
Event 277600 (0:34:28 elapsed)
Event 277700 (0:34:28 elapsed)
Event 277800 (0:34:29 elapsed)
Event 277900 (0:34:30 elapsed)
Event 278000 (0:34:31 elapsed)
Event 278100 (0:34:32 elapsed)
Event 278200 (0:34:32 elapsed)
Event 278300 (0:34:33 elapsed)
Event 278400 (0:34:34 elapsed)
Event 278500 (0:34:35 elapsed)
Event 278600 (0:34:35 elapsed)
Event 278700 (0:34:36 elapsed)
Event 278800 (0:34:37 elapsed)
Event 278900 (0:34:38 elapsed)
Event 279000 (0:34:38 elapsed)
Event 279100 (0:34:39 elapsed)
Event 279200 (0:34:40 elapsed)
Event 279300 (0:34:41 elapsed)
Event 279400 (0:34:41 elapsed)
Event 279500 (0:34:42 elapsed)
Event 279600 (0:34:43 elapsed)
Event 279700 (0:34:44 elapsed)
Event 279800 (0:34:44 elapsed)
Event 279900 (0:34:45 elapsed)
Event 280000 (0:34:46 elapsed)
Event 280100 (0:34:47 elapsed)
Event 280200 (0:34:47 elapsed)
Event 280300 (0:34:48 elapsed)
Event 280400 (0:34:49 elapsed)
Event 280500 (0:34:49 elapsed)
Event 280600 (0:34:50 elapsed)
Event 280700 (0:34:51 elapsed)
Event 280800 (0:34:51 elapsed)
Event 280900 (0:34:52 elapsed)
Event 281000 (0:34:53 elapsed)
Event 281100 (0:34:53 elapsed)
Event 281200 (0:34:54 elapsed)
Event 281300 (0:34:55 elapsed)
Event 281400 (0:34:56 elapsed)
Event 281500 (0:34:57 elapsed)
Event 281600 (0:34:57 elapsed)
Event 281700 (0:34:58 elapsed)
Event 281800 (0:34:59 elapsed)
Event 281900 (0:35:00 elapsed)
Event 282000 (0:35:00 elapsed)
Event 282100 (0:35:01 elapsed)
Event 282200 (0:35:02 elapsed)
Event 282300 (0:35:03 elapsed)
Event 282400 (0:35:03 elapsed)
Event 282500 (0:35:04 elapsed)
Event 282600 (0:35:05 elapsed)
Event 282700 (0:35:05 elapsed)
Event 282800 (0:35:06 elapsed)
Event 282900 (0:35:07 elapsed)
Event 283000 (0:35:08 elapsed)
Event 283100 (0:35:09 elapsed)
Event 283200 (0:35:10 elapsed)
Event 283300 (0:35:10 elapsed)
Event 283400 (0:35:11 elapsed)
Event 283500 (0:35:12 elapsed)
Event 283600 (0:35:13 elapsed)
Event 283700 (0:35:13 elapsed)
Event 283800 (0:35:14 elapsed)
Event 283900 (0:35:15 elapsed)
Event 284000 (0:35:15 elapsed)
Event 284100 (0:35:16 elapsed)
Event 284200 (0:35:17 elapsed)
Event 284300 (0:35:18 elapsed)
Event 284400 (0:35:18 elapsed)
Event 284500 (0:35:19 elapsed)
Event 284600 (0:35:20 elapsed)
Event 284700 (0:35:20 elapsed)
Event 284800 (0:35:21 elapsed)
Event 284900 (0:35:22 elapsed)
Event 285000 (0:35:23 elapsed)
Event 285100 (0:35:23 elapsed)
Event 285200 (0:35:24 elapsed)
Event 285300 (0:35:25 elapsed)
Event 285400 (0:35:26 elapsed)
Event 285500 (0:35:26 elapsed)
Event 285600 (0:35:27 elapsed)
Event 285700 (0:35:28 elapsed)
Event 285800 (0:35:29 elapsed)
Event 285900 (0:35:29 elapsed)
Event 286000 (0:35:30 elapsed)
Event 286100 (0:35:31 elapsed)
Event 286200 (0:35:31 elapsed)
Event 286300 (0:35:32 elapsed)
Event 286400 (0:35:33 elapsed)
Event 286500 (0:35:34 elapsed)
Event 286600 (0:35:35 elapsed)
Event 286700 (0:35:35 elapsed)
Event 286800 (0:35:36 elapsed)
Event 286900 (0:35:37 elapsed)
Event 287000 (0:35:38 elapsed)
Event 287100 (0:35:38 elapsed)
Event 287200 (0:35:39 elapsed)
Event 287300 (0:35:40 elapsed)
Event 287400 (0:35:40 elapsed)
Event 287500 (0:35:41 elapsed)
Event 287600 (0:35:42 elapsed)
Event 287700 (0:35:43 elapsed)
Event 287800 (0:35:44 elapsed)
Event 287900 (0:35:44 elapsed)
Event 288000 (0:35:45 elapsed)
Event 288100 (0:35:46 elapsed)
Event 288200 (0:35:47 elapsed)
Event 288300 (0:35:47 elapsed)
Event 288400 (0:35:48 elapsed)
Event 288500 (0:35:49 elapsed)
Event 288600 (0:35:50 elapsed)
Event 288700 (0:35:51 elapsed)
Event 288800 (0:35:51 elapsed)
Event 288900 (0:35:52 elapsed)
Event 289000 (0:35:53 elapsed)
Event 289100 (0:35:54 elapsed)
Event 289200 (0:35:54 elapsed)
Event 289300 (0:35:55 elapsed)
Event 289400 (0:35:56 elapsed)
Event 289500 (0:35:57 elapsed)
Event 289600 (0:35:57 elapsed)
Event 289700 (0:35:58 elapsed)
Event 289800 (0:35:59 elapsed)
Event 289900 (0:36:00 elapsed)
Event 290000 (0:36:00 elapsed)
Event 290100 (0:36:01 elapsed)
Event 290200 (0:36:02 elapsed)
Event 290300 (0:36:03 elapsed)
Event 290400 (0:36:03 elapsed)
Event 290500 (0:36:04 elapsed)
Event 290600 (0:36:05 elapsed)
Event 290700 (0:36:06 elapsed)
Event 290800 (0:36:06 elapsed)
Event 290900 (0:36:07 elapsed)
Event 291000 (0:36:08 elapsed)
Event 291100 (0:36:08 elapsed)
Event 291200 (0:36:09 elapsed)
Event 291300 (0:36:10 elapsed)
Event 291400 (0:36:11 elapsed)
Event 291500 (0:36:12 elapsed)
Event 291600 (0:36:12 elapsed)
Event 291700 (0:36:13 elapsed)
Event 291800 (0:36:14 elapsed)
Event 291900 (0:36:15 elapsed)
Event 292000 (0:36:15 elapsed)
Event 292100 (0:36:16 elapsed)
Event 292200 (0:36:17 elapsed)
Event 292300 (0:36:17 elapsed)
Event 292400 (0:36:18 elapsed)
Event 292500 (0:36:19 elapsed)
Event 292600 (0:36:20 elapsed)
Event 292700 (0:36:20 elapsed)
Event 292800 (0:36:21 elapsed)
Event 292900 (0:36:22 elapsed)
Event 293000 (0:36:23 elapsed)
Event 293100 (0:36:23 elapsed)
Event 293200 (0:36:24 elapsed)
Event 293300 (0:36:25 elapsed)
Event 293400 (0:36:26 elapsed)
Event 293500 (0:36:26 elapsed)
Event 293600 (0:36:27 elapsed)
Event 293700 (0:36:27 elapsed)
Event 293800 (0:36:28 elapsed)
Event 293900 (0:36:29 elapsed)
Event 294000 (0:36:30 elapsed)
Event 294100 (0:36:30 elapsed)
Event 294200 (0:36:31 elapsed)
Event 294300 (0:36:32 elapsed)
Event 294400 (0:36:33 elapsed)
Event 294500 (0:36:34 elapsed)
Event 294600 (0:36:34 elapsed)
Event 294700 (0:36:35 elapsed)
Event 294800 (0:36:36 elapsed)
Event 294900 (0:36:37 elapsed)
Event 295000 (0:36:37 elapsed)
Event 295100 (0:36:38 elapsed)
Event 295200 (0:36:39 elapsed)
Event 295300 (0:36:39 elapsed)
Event 295400 (0:36:40 elapsed)
Event 295500 (0:36:41 elapsed)
Event 295600 (0:36:42 elapsed)
Event 295700 (0:36:42 elapsed)
Event 295800 (0:36:43 elapsed)
Event 295900 (0:36:44 elapsed)
Event 296000 (0:36:45 elapsed)
Event 296100 (0:36:45 elapsed)
Event 296200 (0:36:46 elapsed)
Event 296300 (0:36:47 elapsed)
Event 296400 (0:36:48 elapsed)
Event 296500 (0:36:48 elapsed)
Event 296600 (0:36:49 elapsed)
Event 296700 (0:36:50 elapsed)
Event 296800 (0:36:50 elapsed)
Event 296900 (0:36:51 elapsed)
Event 297000 (0:36:52 elapsed)
Event 297100 (0:36:53 elapsed)
Event 297200 (0:36:53 elapsed)
Event 297300 (0:36:54 elapsed)
Event 297400 (0:36:55 elapsed)
Event 297500 (0:36:56 elapsed)
Event 297600 (0:36:56 elapsed)
Event 297700 (0:36:57 elapsed)
Event 297800 (0:36:58 elapsed)
Event 297900 (0:36:59 elapsed)
Event 298000 (0:36:59 elapsed)
Event 298100 (0:37:00 elapsed)
Event 298200 (0:37:01 elapsed)
Event 298300 (0:37:02 elapsed)
Event 298400 (0:37:03 elapsed)
Event 298500 (0:37:03 elapsed)
Event 298600 (0:37:04 elapsed)
Event 298700 (0:37:05 elapsed)
Event 298800 (0:37:05 elapsed)
Event 298900 (0:37:06 elapsed)
Event 299000 (0:37:07 elapsed)
Event 299100 (0:37:07 elapsed)
Event 299200 (0:37:08 elapsed)
Event 299300 (0:37:09 elapsed)
Event 299400 (0:37:10 elapsed)
Event 299500 (0:37:10 elapsed)
Event 299600 (0:37:11 elapsed)
Event 299700 (0:37:12 elapsed)
Event 299800 (0:37:12 elapsed)
Event 299900 (0:37:13 elapsed)
Event 300000 (0:37:14 elapsed)
Event 300100 (0:37:15 elapsed)
Event 300200 (0:37:16 elapsed)
Event 300300 (0:37:16 elapsed)
Event 300400 (0:37:17 elapsed)
Event 300500 (0:37:18 elapsed)
Event 300600 (0:37:18 elapsed)
Event 300700 (0:37:19 elapsed)
Event 300800 (0:37:20 elapsed)
Event 300900 (0:37:21 elapsed)
Event 301000 (0:37:21 elapsed)
Event 301100 (0:37:22 elapsed)
Event 301200 (0:37:23 elapsed)
Event 301300 (0:37:24 elapsed)
Event 301400 (0:37:24 elapsed)
Event 301500 (0:37:25 elapsed)
Event 301600 (0:37:26 elapsed)
Event 301700 (0:37:27 elapsed)
Event 301800 (0:37:27 elapsed)
Event 301900 (0:37:28 elapsed)
Event 302000 (0:37:29 elapsed)
Event 302100 (0:37:30 elapsed)
Event 302200 (0:37:30 elapsed)
Event 302300 (0:37:31 elapsed)
Event 302400 (0:37:32 elapsed)
Event 302500 (0:37:33 elapsed)
Event 302600 (0:37:34 elapsed)
Event 302700 (0:37:34 elapsed)
Event 302800 (0:37:35 elapsed)
Event 302900 (0:37:36 elapsed)
Event 303000 (0:37:37 elapsed)
Event 303100 (0:37:37 elapsed)
Event 303200 (0:37:38 elapsed)
Event 303300 (0:37:39 elapsed)
Event 303400 (0:37:40 elapsed)
Event 303500 (0:37:40 elapsed)
Event 303600 (0:37:41 elapsed)
Event 303700 (0:37:42 elapsed)
Event 303800 (0:37:43 elapsed)
Event 303900 (0:37:43 elapsed)
