Rivet 3.1.1 running on machine mgiacalo-simple (x86_64) at 2022-04-07 15:52:00
Reading events from '/tmp/p6def.fifo'
Event 157800 (0:10:20 elapsed)
Event 157900 (0:10:20 elapsed)
Event 158000 (0:10:21 elapsed)
Event 158100 (0:10:21 elapsed)
Event 158200 (0:10:21 elapsed)
Event 158300 (0:10:22 elapsed)
Event 158400 (0:10:22 elapsed)
Event 158500 (0:10:23 elapsed)
Event 158600 (0:10:23 elapsed)
Event 158700 (0:10:23 elapsed)
Event 158800 (0:10:24 elapsed)
Event 158900 (0:10:24 elapsed)
Event 159000 (0:10:25 elapsed)
Event 159100 (0:10:25 elapsed)
Event 159200 (0:10:25 elapsed)
Event 159300 (0:10:26 elapsed)
Event 159400 (0:10:26 elapsed)
Event 159500 (0:10:27 elapsed)
Event 159600 (0:10:27 elapsed)
Event 159700 (0:10:27 elapsed)
Event 159800 (0:10:28 elapsed)
Event 159900 (0:10:28 elapsed)
Event 160000 (0:10:29 elapsed)
Event 160100 (0:10:29 elapsed)
Event 160200 (0:10:29 elapsed)
Event 160300 (0:10:30 elapsed)
Event 160400 (0:10:30 elapsed)
Event 160500 (0:10:30 elapsed)
Event 160600 (0:10:31 elapsed)
Event 160700 (0:10:31 elapsed)
Event 160800 (0:10:32 elapsed)
Event 160900 (0:10:32 elapsed)
Event 161000 (0:10:32 elapsed)
Event 161100 (0:10:33 elapsed)
Event 161200 (0:10:33 elapsed)
Event 161300 (0:10:34 elapsed)
Event 161400 (0:10:34 elapsed)
Event 161500 (0:10:34 elapsed)
Event 161600 (0:10:35 elapsed)
Event 161700 (0:10:35 elapsed)
Event 161800 (0:10:36 elapsed)
Event 161900 (0:10:36 elapsed)
Event 162000 (0:10:36 elapsed)
Event 162100 (0:10:37 elapsed)
Event 162200 (0:10:37 elapsed)
Event 162300 (0:10:38 elapsed)
Event 162400 (0:10:38 elapsed)
Event 162500 (0:10:38 elapsed)
Event 162600 (0:10:39 elapsed)
Event 162700 (0:10:39 elapsed)
Event 162800 (0:10:40 elapsed)
Event 162900 (0:10:40 elapsed)
Event 163000 (0:10:40 elapsed)
Event 163100 (0:10:41 elapsed)
Event 163200 (0:10:41 elapsed)
Event 163300 (0:10:41 elapsed)
Event 163400 (0:10:42 elapsed)
Event 163500 (0:10:42 elapsed)
Event 163600 (0:10:43 elapsed)
Event 163700 (0:10:43 elapsed)
Event 163800 (0:10:44 elapsed)
Event 163900 (0:10:44 elapsed)
Event 164000 (0:10:44 elapsed)
Event 164100 (0:10:45 elapsed)
Event 164200 (0:10:45 elapsed)
Event 164300 (0:10:45 elapsed)
Event 164400 (0:10:46 elapsed)
Event 164500 (0:10:46 elapsed)
Event 164600 (0:10:47 elapsed)
Event 164700 (0:10:47 elapsed)
Event 164800 (0:10:47 elapsed)
Event 164900 (0:10:48 elapsed)
Event 165000 (0:10:48 elapsed)
Event 165100 (0:10:49 elapsed)
Event 165200 (0:10:49 elapsed)
Event 165300 (0:10:49 elapsed)
Event 165400 (0:10:50 elapsed)
Event 165500 (0:10:50 elapsed)
Event 165600 (0:10:51 elapsed)
Event 165700 (0:10:51 elapsed)
Event 165800 (0:10:51 elapsed)
Event 165900 (0:10:52 elapsed)
Event 166000 (0:10:52 elapsed)
Event 166100 (0:10:53 elapsed)
Event 166200 (0:10:53 elapsed)
Event 166300 (0:10:53 elapsed)
Event 166400 (0:10:54 elapsed)
Event 166500 (0:10:54 elapsed)
Event 166600 (0:10:55 elapsed)
Event 166700 (0:10:55 elapsed)
Event 166800 (0:10:55 elapsed)
Event 166900 (0:10:56 elapsed)
Event 167000 (0:10:56 elapsed)
Event 167100 (0:10:56 elapsed)
Event 167200 (0:10:57 elapsed)
Event 167300 (0:10:57 elapsed)
Event 167400 (0:10:58 elapsed)
Event 167500 (0:10:58 elapsed)
Event 167600 (0:10:58 elapsed)
Event 167700 (0:10:59 elapsed)
Event 167800 (0:10:59 elapsed)
Event 167900 (0:11:00 elapsed)
Event 168000 (0:11:00 elapsed)
Event 168100 (0:11:00 elapsed)
Event 168200 (0:11:01 elapsed)
Event 168300 (0:11:01 elapsed)
Event 168400 (0:11:02 elapsed)
Event 168500 (0:11:02 elapsed)
Event 168600 (0:11:02 elapsed)
Event 168700 (0:11:03 elapsed)
Event 168800 (0:11:03 elapsed)
Event 168900 (0:11:03 elapsed)
Event 169000 (0:11:04 elapsed)
Event 169100 (0:11:04 elapsed)
Event 169200 (0:11:05 elapsed)
Event 169300 (0:11:05 elapsed)
Event 169400 (0:11:05 elapsed)
Event 169500 (0:11:06 elapsed)
Event 169600 (0:11:06 elapsed)
Event 169700 (0:11:07 elapsed)
Event 169800 (0:11:07 elapsed)
Event 169900 (0:11:07 elapsed)
Event 170000 (0:11:08 elapsed)
Event 170100 (0:11:08 elapsed)
Event 170200 (0:11:09 elapsed)
Event 170300 (0:11:09 elapsed)
Event 170400 (0:11:09 elapsed)
Event 170500 (0:11:10 elapsed)
Event 170600 (0:11:10 elapsed)
Event 170700 (0:11:10 elapsed)
Event 170800 (0:11:11 elapsed)
Event 170900 (0:11:11 elapsed)
Event 171000 (0:11:12 elapsed)
Event 171100 (0:11:12 elapsed)
Event 171200 (0:11:12 elapsed)
Event 171300 (0:11:13 elapsed)
Event 171400 (0:11:13 elapsed)
Event 171500 (0:11:14 elapsed)
Event 171600 (0:11:14 elapsed)
Event 171700 (0:11:14 elapsed)
Event 171800 (0:11:15 elapsed)
Event 171900 (0:11:15 elapsed)
Event 172000 (0:11:15 elapsed)
Event 172100 (0:11:16 elapsed)
Event 172200 (0:11:16 elapsed)
Event 172300 (0:11:17 elapsed)
Event 172400 (0:11:17 elapsed)
Event 172500 (0:11:17 elapsed)
Event 172600 (0:11:18 elapsed)
Event 172700 (0:11:18 elapsed)
Event 172800 (0:11:19 elapsed)
Event 172900 (0:11:19 elapsed)
Event 173000 (0:11:19 elapsed)
Event 173100 (0:11:20 elapsed)
Event 173200 (0:11:20 elapsed)
Event 173300 (0:11:21 elapsed)
Event 173400 (0:11:21 elapsed)
Event 173500 (0:11:21 elapsed)
Event 173600 (0:11:22 elapsed)
Event 173700 (0:11:22 elapsed)
Event 173800 (0:11:22 elapsed)
Event 173900 (0:11:23 elapsed)
Event 174000 (0:11:23 elapsed)
Event 174100 (0:11:24 elapsed)
Event 174200 (0:11:24 elapsed)
Event 174300 (0:11:24 elapsed)
Event 174400 (0:11:25 elapsed)
Event 174500 (0:11:25 elapsed)
Event 174600 (0:11:26 elapsed)
Event 174700 (0:11:26 elapsed)
Event 174800 (0:11:26 elapsed)
Event 174900 (0:11:27 elapsed)
Event 175000 (0:11:27 elapsed)
Event 175100 (0:11:27 elapsed)
Event 175200 (0:11:28 elapsed)
Event 175300 (0:11:28 elapsed)
Event 175400 (0:11:29 elapsed)
Event 175500 (0:11:29 elapsed)
Event 175600 (0:11:29 elapsed)
Event 175700 (0:11:30 elapsed)
Event 175800 (0:11:30 elapsed)
Event 175900 (0:11:31 elapsed)
Event 176000 (0:11:31 elapsed)
Event 176100 (0:11:32 elapsed)
Event 176200 (0:11:32 elapsed)
Event 176300 (0:11:32 elapsed)
Event 176400 (0:11:33 elapsed)
Event 176500 (0:11:33 elapsed)
Event 176600 (0:11:33 elapsed)
Event 176700 (0:11:34 elapsed)
Event 176800 (0:11:34 elapsed)
Event 176900 (0:11:35 elapsed)
Event 177000 (0:11:35 elapsed)
Event 177100 (0:11:35 elapsed)
Event 177200 (0:11:36 elapsed)
Event 177300 (0:11:36 elapsed)
Event 177400 (0:11:37 elapsed)
Event 177500 (0:11:37 elapsed)
Event 177600 (0:11:37 elapsed)
Event 177700 (0:11:38 elapsed)
Event 177800 (0:11:38 elapsed)
Event 177900 (0:11:38 elapsed)
Event 178000 (0:11:39 elapsed)
Event 178100 (0:11:39 elapsed)
Event 178200 (0:11:40 elapsed)
Event 178300 (0:11:40 elapsed)
Event 178400 (0:11:40 elapsed)
Event 178500 (0:11:41 elapsed)
Event 178600 (0:11:41 elapsed)
Event 178700 (0:11:42 elapsed)
Event 178800 (0:11:42 elapsed)
Event 178900 (0:11:42 elapsed)
Event 179000 (0:11:43 elapsed)
Event 179100 (0:11:43 elapsed)
Event 179200 (0:11:44 elapsed)
Event 179300 (0:11:44 elapsed)
Event 179400 (0:11:44 elapsed)
Event 179500 (0:11:45 elapsed)
Event 179600 (0:11:45 elapsed)
Event 179700 (0:11:45 elapsed)
Event 179800 (0:11:46 elapsed)
Event 179900 (0:11:46 elapsed)
Event 180000 (0:11:47 elapsed)
Event 180100 (0:11:47 elapsed)
Event 180200 (0:11:47 elapsed)
Event 180300 (0:11:48 elapsed)
Event 180400 (0:11:48 elapsed)
Event 180500 (0:11:49 elapsed)
Event 180600 (0:11:49 elapsed)
Event 180700 (0:11:49 elapsed)
Event 180800 (0:11:50 elapsed)
Event 180900 (0:11:50 elapsed)
Event 181000 (0:11:51 elapsed)
Event 181100 (0:11:51 elapsed)
Event 181200 (0:11:51 elapsed)
Event 181300 (0:11:52 elapsed)
Event 181400 (0:11:52 elapsed)
Event 181500 (0:11:53 elapsed)
Event 181600 (0:11:53 elapsed)
Event 181700 (0:11:53 elapsed)
Event 181800 (0:11:54 elapsed)
Event 181900 (0:11:54 elapsed)
Event 182000 (0:11:54 elapsed)
Event 182100 (0:11:55 elapsed)
Event 182200 (0:11:55 elapsed)
Event 182300 (0:11:56 elapsed)
Event 182400 (0:11:56 elapsed)
Event 182500 (0:11:56 elapsed)
Event 182600 (0:11:57 elapsed)
Event 182700 (0:11:57 elapsed)
Event 182800 (0:11:58 elapsed)
Event 182900 (0:11:58 elapsed)
Event 183000 (0:11:58 elapsed)
Event 183100 (0:11:59 elapsed)
Event 183200 (0:11:59 elapsed)
Event 183300 (0:12:00 elapsed)
Event 183400 (0:12:00 elapsed)
Event 183500 (0:12:00 elapsed)
Event 183600 (0:12:01 elapsed)
Event 183700 (0:12:01 elapsed)
Event 183800 (0:12:02 elapsed)
Event 183900 (0:12:02 elapsed)
Event 184000 (0:12:02 elapsed)
Event 184100 (0:12:03 elapsed)
Event 184200 (0:12:03 elapsed)
Event 184300 (0:12:04 elapsed)
Event 184400 (0:12:04 elapsed)
Event 184500 (0:12:04 elapsed)
Event 184600 (0:12:05 elapsed)
Event 184700 (0:12:05 elapsed)
Event 184800 (0:12:05 elapsed)
Event 184900 (0:12:06 elapsed)
Event 185000 (0:12:06 elapsed)
Event 185100 (0:12:07 elapsed)
Event 185200 (0:12:07 elapsed)
Event 185300 (0:12:07 elapsed)
Event 185400 (0:12:08 elapsed)
Event 185500 (0:12:08 elapsed)
Event 185600 (0:12:09 elapsed)
Event 185700 (0:12:09 elapsed)
Event 185800 (0:12:09 elapsed)
Event 185900 (0:12:10 elapsed)
Event 186000 (0:12:10 elapsed)
Event 186100 (0:12:11 elapsed)
Event 186200 (0:12:11 elapsed)
Event 186300 (0:12:11 elapsed)
Event 186400 (0:12:12 elapsed)
Event 186500 (0:12:12 elapsed)
Event 186600 (0:12:12 elapsed)
Event 186700 (0:12:13 elapsed)
Event 186800 (0:12:13 elapsed)
Event 186900 (0:12:14 elapsed)
Event 187000 (0:12:14 elapsed)
Event 187100 (0:12:15 elapsed)
Event 187200 (0:12:15 elapsed)
Event 187300 (0:12:15 elapsed)
Event 187400 (0:12:16 elapsed)
Event 187500 (0:12:16 elapsed)
Event 187600 (0:12:16 elapsed)
Event 187700 (0:12:17 elapsed)
Event 187800 (0:12:17 elapsed)
Event 187900 (0:12:18 elapsed)
Event 188000 (0:12:18 elapsed)
Event 188100 (0:12:18 elapsed)
Event 188200 (0:12:19 elapsed)
Event 188300 (0:12:19 elapsed)
Event 188400 (0:12:20 elapsed)
Event 188500 (0:12:20 elapsed)
Event 188600 (0:12:20 elapsed)
Event 188700 (0:12:21 elapsed)
Event 188800 (0:12:21 elapsed)
Event 188900 (0:12:21 elapsed)
Event 189000 (0:12:22 elapsed)
Event 189100 (0:12:22 elapsed)
Event 189200 (0:12:23 elapsed)
Event 189300 (0:12:23 elapsed)
Event 189400 (0:12:23 elapsed)
Event 189500 (0:12:24 elapsed)
Event 189600 (0:12:24 elapsed)
Event 189700 (0:12:25 elapsed)
Event 189800 (0:12:25 elapsed)
Event 189900 (0:12:25 elapsed)
Event 190000 (0:12:26 elapsed)
Event 190100 (0:12:26 elapsed)
Event 190200 (0:12:27 elapsed)
Event 190300 (0:12:27 elapsed)
Event 190400 (0:12:27 elapsed)
Event 190500 (0:12:28 elapsed)
Event 190600 (0:12:28 elapsed)
Event 190700 (0:12:29 elapsed)
Event 190800 (0:12:29 elapsed)
Event 190900 (0:12:29 elapsed)
Event 191000 (0:12:30 elapsed)
Event 191100 (0:12:30 elapsed)
Event 191200 (0:12:30 elapsed)
Event 191300 (0:12:31 elapsed)
Event 191400 (0:12:31 elapsed)
Event 191500 (0:12:32 elapsed)
Event 191600 (0:12:32 elapsed)
Event 191700 (0:12:32 elapsed)
Event 191800 (0:12:33 elapsed)
Event 191900 (0:12:33 elapsed)
Event 192000 (0:12:33 elapsed)
Event 192100 (0:12:34 elapsed)
Event 192200 (0:12:34 elapsed)
Event 192300 (0:12:35 elapsed)
Event 192400 (0:12:35 elapsed)
Event 192500 (0:12:35 elapsed)
Event 192600 (0:12:36 elapsed)
Event 192700 (0:12:36 elapsed)
Event 192800 (0:12:37 elapsed)
Event 192900 (0:12:37 elapsed)
Event 193000 (0:12:37 elapsed)
Event 193100 (0:12:38 elapsed)
Event 193200 (0:12:38 elapsed)
Event 193300 (0:12:39 elapsed)
Event 193400 (0:12:39 elapsed)
Event 193500 (0:12:39 elapsed)
Event 193600 (0:12:40 elapsed)
Event 193700 (0:12:40 elapsed)
Event 193800 (0:12:41 elapsed)
Event 193900 (0:12:41 elapsed)
Event 194000 (0:12:41 elapsed)
Event 194100 (0:12:42 elapsed)
Event 194200 (0:12:42 elapsed)
Event 194300 (0:12:43 elapsed)
Event 194400 (0:12:43 elapsed)
Event 194500 (0:12:43 elapsed)
Event 194600 (0:12:44 elapsed)
Event 194700 (0:12:44 elapsed)
Event 194800 (0:12:44 elapsed)
Event 194900 (0:12:45 elapsed)
Event 195000 (0:12:45 elapsed)
Event 195100 (0:12:46 elapsed)
Event 195200 (0:12:46 elapsed)
Event 195300 (0:12:46 elapsed)
Event 195400 (0:12:47 elapsed)
Event 195500 (0:12:47 elapsed)
Event 195600 (0:12:48 elapsed)
Event 195700 (0:12:48 elapsed)
Event 195800 (0:12:48 elapsed)
Event 195900 (0:12:49 elapsed)
Event 196000 (0:12:49 elapsed)
Event 196100 (0:12:50 elapsed)
Event 196200 (0:12:50 elapsed)
Event 196300 (0:12:50 elapsed)
Event 196400 (0:12:51 elapsed)
Event 196500 (0:12:51 elapsed)
Event 196600 (0:12:52 elapsed)
Event 196700 (0:12:52 elapsed)
Event 196800 (0:12:52 elapsed)
Event 196900 (0:12:53 elapsed)
Event 197000 (0:12:53 elapsed)
Event 197100 (0:12:53 elapsed)
Event 197200 (0:12:54 elapsed)
Event 197300 (0:12:54 elapsed)
Event 197400 (0:12:55 elapsed)
Event 197500 (0:12:55 elapsed)
Event 197600 (0:12:55 elapsed)
Event 197700 (0:12:56 elapsed)
Event 197800 (0:12:56 elapsed)
Event 197900 (0:12:57 elapsed)
Event 198000 (0:12:57 elapsed)
Event 198100 (0:12:57 elapsed)
Event 198200 (0:12:58 elapsed)
Event 198300 (0:12:58 elapsed)
Event 198400 (0:12:59 elapsed)
Event 198500 (0:12:59 elapsed)
Event 198600 (0:12:59 elapsed)
Event 198700 (0:13:00 elapsed)
Event 198800 (0:13:00 elapsed)
Event 198900 (0:13:01 elapsed)
Event 199000 (0:13:01 elapsed)
Event 199100 (0:13:01 elapsed)
Event 199200 (0:13:02 elapsed)
Event 199300 (0:13:02 elapsed)
Event 199400 (0:13:02 elapsed)
Event 199500 (0:13:03 elapsed)
Event 199600 (0:13:03 elapsed)
Event 199700 (0:13:04 elapsed)
Event 199800 (0:13:04 elapsed)
Event 199900 (0:13:04 elapsed)
Event 200000 (0:13:05 elapsed)
Event 200100 (0:13:05 elapsed)
Event 200200 (0:13:06 elapsed)
Event 200300 (0:13:06 elapsed)
Event 200400 (0:13:06 elapsed)
Event 200500 (0:13:07 elapsed)
Event 200600 (0:13:07 elapsed)
Event 200700 (0:13:08 elapsed)
Event 200800 (0:13:08 elapsed)
Event 200900 (0:13:08 elapsed)
Event 201000 (0:13:09 elapsed)
Event 201100 (0:13:09 elapsed)
Event 201200 (0:13:10 elapsed)
Event 201300 (0:13:10 elapsed)
Event 201400 (0:13:10 elapsed)
Event 201500 (0:13:11 elapsed)
Event 201600 (0:13:11 elapsed)
Event 201700 (0:13:11 elapsed)
Event 201800 (0:13:12 elapsed)
Event 201900 (0:13:12 elapsed)
Event 202000 (0:13:13 elapsed)
Event 202100 (0:13:13 elapsed)
Event 202200 (0:13:13 elapsed)
Event 202300 (0:13:14 elapsed)
Event 202400 (0:13:14 elapsed)
Event 202500 (0:13:15 elapsed)
Event 202600 (0:13:15 elapsed)
Event 202700 (0:13:15 elapsed)
Event 202800 (0:13:16 elapsed)
Event 202900 (0:13:16 elapsed)
Event 203000 (0:13:16 elapsed)
Event 203100 (0:13:17 elapsed)
Event 203200 (0:13:17 elapsed)
Event 203300 (0:13:18 elapsed)
Event 203400 (0:13:18 elapsed)
Event 203500 (0:13:18 elapsed)
Event 203600 (0:13:19 elapsed)
Event 203700 (0:13:19 elapsed)
Event 203800 (0:13:20 elapsed)
Event 203900 (0:13:20 elapsed)
Event 204000 (0:13:20 elapsed)
Event 204100 (0:13:21 elapsed)
Event 204200 (0:13:21 elapsed)
Event 204300 (0:13:21 elapsed)
Event 204400 (0:13:22 elapsed)
Event 204500 (0:13:22 elapsed)
Event 204600 (0:13:23 elapsed)
Event 204700 (0:13:23 elapsed)
Event 204800 (0:13:23 elapsed)
Event 204900 (0:13:24 elapsed)
Event 205000 (0:13:24 elapsed)
Event 205100 (0:13:25 elapsed)
Event 205200 (0:13:25 elapsed)
Event 205300 (0:13:26 elapsed)
Event 205400 (0:13:26 elapsed)
Event 205500 (0:13:27 elapsed)
Event 205600 (0:13:27 elapsed)
Event 205700 (0:13:27 elapsed)
Event 205800 (0:13:28 elapsed)
Event 205900 (0:13:28 elapsed)
Event 206000 (0:13:29 elapsed)
Event 206100 (0:13:29 elapsed)
Event 206200 (0:13:30 elapsed)
Event 206300 (0:13:30 elapsed)
Event 206400 (0:13:30 elapsed)
Event 206500 (0:13:31 elapsed)
Event 206600 (0:13:31 elapsed)
Event 206700 (0:13:32 elapsed)
Event 206800 (0:13:32 elapsed)
Event 206900 (0:13:32 elapsed)
Event 207000 (0:13:33 elapsed)
Event 207100 (0:13:33 elapsed)
Event 207200 (0:13:34 elapsed)
Event 207300 (0:13:34 elapsed)
Event 207400 (0:13:34 elapsed)
Event 207500 (0:13:35 elapsed)
Event 207600 (0:13:35 elapsed)
Event 207700 (0:13:35 elapsed)
Event 207800 (0:13:36 elapsed)
Event 207900 (0:13:36 elapsed)
Event 208000 (0:13:37 elapsed)
Event 208100 (0:13:37 elapsed)
Event 208200 (0:13:37 elapsed)
Event 208300 (0:13:38 elapsed)
Event 208400 (0:13:38 elapsed)
Event 208500 (0:13:39 elapsed)
Event 208600 (0:13:39 elapsed)
Event 208700 (0:13:39 elapsed)
Event 208800 (0:13:40 elapsed)
Event 208900 (0:13:40 elapsed)
Event 209000 (0:13:40 elapsed)
Event 209100 (0:13:41 elapsed)
Event 209200 (0:13:41 elapsed)
Event 209300 (0:13:42 elapsed)
Event 209400 (0:13:42 elapsed)
Event 209500 (0:13:42 elapsed)
Event 209600 (0:13:43 elapsed)
Event 209700 (0:13:43 elapsed)
Event 209800 (0:13:44 elapsed)
Event 209900 (0:13:44 elapsed)
Event 210000 (0:13:44 elapsed)
Event 210100 (0:13:45 elapsed)
Event 210200 (0:13:45 elapsed)
Event 210300 (0:13:46 elapsed)
Event 210400 (0:13:46 elapsed)
Event 210500 (0:13:46 elapsed)
Event 210600 (0:13:47 elapsed)
Event 210700 (0:13:47 elapsed)
Event 210800 (0:13:48 elapsed)
Event 210900 (0:13:48 elapsed)
Event 211000 (0:13:48 elapsed)
Event 211100 (0:13:49 elapsed)
Event 211200 (0:13:49 elapsed)
Event 211300 (0:13:49 elapsed)
Event 211400 (0:13:50 elapsed)
Event 211500 (0:13:50 elapsed)
Event 211600 (0:13:51 elapsed)
Event 211700 (0:13:51 elapsed)
Event 211800 (0:13:51 elapsed)
Event 211900 (0:13:52 elapsed)
Event 212000 (0:13:52 elapsed)
Event 212100 (0:13:53 elapsed)
Event 212200 (0:13:53 elapsed)
Event 212300 (0:13:53 elapsed)
Event 212400 (0:13:54 elapsed)
Event 212500 (0:13:54 elapsed)
Event 212600 (0:13:54 elapsed)
Event 212700 (0:13:55 elapsed)
Event 212800 (0:13:55 elapsed)
Event 212900 (0:13:56 elapsed)
Event 213000 (0:13:56 elapsed)
Event 213100 (0:13:56 elapsed)
Event 213200 (0:13:57 elapsed)
Event 213300 (0:13:57 elapsed)
Event 213400 (0:13:58 elapsed)
Event 213500 (0:13:58 elapsed)
Event 213600 (0:13:58 elapsed)
Event 213700 (0:13:59 elapsed)
Event 213800 (0:13:59 elapsed)
Event 213900 (0:14:00 elapsed)
Event 214000 (0:14:00 elapsed)
Event 214100 (0:14:00 elapsed)
Event 214200 (0:14:01 elapsed)
Event 214300 (0:14:01 elapsed)
Event 214400 (0:14:01 elapsed)
Event 214500 (0:14:02 elapsed)
Event 214600 (0:14:02 elapsed)
Event 214700 (0:14:03 elapsed)
Event 214800 (0:14:03 elapsed)
Event 214900 (0:14:03 elapsed)
Event 215000 (0:14:04 elapsed)
Event 215100 (0:14:04 elapsed)
Event 215200 (0:14:05 elapsed)
Event 215300 (0:14:05 elapsed)
Event 215400 (0:14:06 elapsed)
Event 215500 (0:14:06 elapsed)
Event 215600 (0:14:06 elapsed)
Event 215700 (0:14:07 elapsed)
Event 215800 (0:14:07 elapsed)
Event 215900 (0:14:07 elapsed)
Event 216000 (0:14:08 elapsed)
Event 216100 (0:14:08 elapsed)
Event 216200 (0:14:09 elapsed)
Event 216300 (0:14:09 elapsed)
Event 216400 (0:14:09 elapsed)
Event 216500 (0:14:10 elapsed)
Event 216600 (0:14:10 elapsed)
Event 216700 (0:14:11 elapsed)
Event 216800 (0:14:11 elapsed)
Event 216900 (0:14:11 elapsed)
Event 217000 (0:14:12 elapsed)
Event 217100 (0:14:12 elapsed)
Event 217200 (0:14:13 elapsed)
Event 217300 (0:14:13 elapsed)
Event 217400 (0:14:13 elapsed)
Event 217500 (0:14:14 elapsed)
Event 217600 (0:14:14 elapsed)
Event 217700 (0:14:15 elapsed)
Event 217800 (0:14:15 elapsed)
Event 217900 (0:14:15 elapsed)
Event 218000 (0:14:16 elapsed)
Event 218100 (0:14:16 elapsed)
Event 218200 (0:14:17 elapsed)
Event 218300 (0:14:17 elapsed)
Event 218400 (0:14:17 elapsed)
Event 218500 (0:14:18 elapsed)
Event 218600 (0:14:18 elapsed)
Event 218700 (0:14:18 elapsed)
Event 218800 (0:14:19 elapsed)
Event 218900 (0:14:19 elapsed)
Event 219000 (0:14:20 elapsed)
Event 219100 (0:14:20 elapsed)
Event 219200 (0:14:20 elapsed)
Event 219300 (0:14:21 elapsed)
Event 219400 (0:14:21 elapsed)
Event 219500 (0:14:21 elapsed)
Event 219600 (0:14:22 elapsed)
Event 219700 (0:14:22 elapsed)
Event 219800 (0:14:23 elapsed)
Event 219900 (0:14:23 elapsed)
Event 220000 (0:14:23 elapsed)
Event 220100 (0:14:24 elapsed)
Event 220200 (0:14:24 elapsed)
Event 220300 (0:14:25 elapsed)
Event 220400 (0:14:25 elapsed)
Event 220500 (0:14:25 elapsed)
Event 220600 (0:14:26 elapsed)
Event 220700 (0:14:26 elapsed)
Event 220800 (0:14:27 elapsed)
Event 220900 (0:14:27 elapsed)
Event 221000 (0:14:27 elapsed)
Event 221100 (0:14:28 elapsed)
Event 221200 (0:14:28 elapsed)
Event 221300 (0:14:29 elapsed)
Event 221400 (0:14:29 elapsed)
Event 221500 (0:14:29 elapsed)
Event 221600 (0:14:30 elapsed)
Event 221700 (0:14:30 elapsed)
Event 221800 (0:14:31 elapsed)
Event 221900 (0:14:31 elapsed)
Event 222000 (0:14:31 elapsed)
Event 222100 (0:14:32 elapsed)
Event 222200 (0:14:32 elapsed)
Event 222300 (0:14:33 elapsed)
Event 222400 (0:14:33 elapsed)
Event 222500 (0:14:33 elapsed)
Event 222600 (0:14:34 elapsed)
Event 222700 (0:14:34 elapsed)
Event 222800 (0:14:35 elapsed)
Event 222900 (0:14:35 elapsed)
Event 223000 (0:14:35 elapsed)
Event 223100 (0:14:36 elapsed)
Event 223200 (0:14:36 elapsed)
Event 223300 (0:14:36 elapsed)
Event 223400 (0:14:37 elapsed)
Event 223500 (0:14:37 elapsed)
Event 223600 (0:14:38 elapsed)
Event 223700 (0:14:38 elapsed)
Event 223800 (0:14:38 elapsed)
Event 223900 (0:14:39 elapsed)
Event 224000 (0:14:39 elapsed)
Event 224100 (0:14:40 elapsed)
Event 224200 (0:14:40 elapsed)
Event 224300 (0:14:40 elapsed)
Event 224400 (0:14:41 elapsed)
Event 224500 (0:14:41 elapsed)
Event 224600 (0:14:42 elapsed)
Event 224700 (0:14:42 elapsed)
Event 224800 (0:14:42 elapsed)
Event 224900 (0:14:43 elapsed)
Event 225000 (0:14:43 elapsed)
Event 225100 (0:14:44 elapsed)
Event 225200 (0:14:44 elapsed)
Event 225300 (0:14:44 elapsed)
Event 225400 (0:14:45 elapsed)
Event 225500 (0:14:45 elapsed)
Event 225600 (0:14:46 elapsed)
Event 225700 (0:14:46 elapsed)
Event 225800 (0:14:46 elapsed)
Event 225900 (0:14:47 elapsed)
Event 226000 (0:14:47 elapsed)
Event 226100 (0:14:48 elapsed)
Event 226200 (0:14:48 elapsed)
Event 226300 (0:14:48 elapsed)
Event 226400 (0:14:49 elapsed)
Event 226500 (0:14:49 elapsed)
Event 226600 (0:14:50 elapsed)
Event 226700 (0:14:50 elapsed)
Event 226800 (0:14:50 elapsed)
Event 226900 (0:14:51 elapsed)
Event 227000 (0:14:51 elapsed)
Event 227100 (0:14:52 elapsed)
Event 227200 (0:14:52 elapsed)
Event 227300 (0:14:52 elapsed)
Event 227400 (0:14:53 elapsed)
Event 227500 (0:14:53 elapsed)
Event 227600 (0:14:53 elapsed)
Event 227700 (0:14:54 elapsed)
Event 227800 (0:14:54 elapsed)
Event 227900 (0:14:55 elapsed)
Event 228000 (0:14:55 elapsed)
Event 228100 (0:14:55 elapsed)
Event 228200 (0:14:56 elapsed)
Event 228300 (0:14:56 elapsed)
Event 228400 (0:14:57 elapsed)
Event 228500 (0:14:57 elapsed)
Event 228600 (0:14:57 elapsed)
Event 228700 (0:14:58 elapsed)
Event 228800 (0:14:58 elapsed)
Event 228900 (0:14:59 elapsed)
Event 229000 (0:14:59 elapsed)
Event 229100 (0:15:00 elapsed)
Event 229200 (0:15:00 elapsed)
Event 229300 (0:15:00 elapsed)
Event 229400 (0:15:01 elapsed)
Event 229500 (0:15:01 elapsed)
Event 229600 (0:15:01 elapsed)
Event 229700 (0:15:02 elapsed)
Event 229800 (0:15:02 elapsed)
Event 229900 (0:15:03 elapsed)
Event 230000 (0:15:03 elapsed)
Event 230100 (0:15:03 elapsed)
Event 230200 (0:15:04 elapsed)
Event 230300 (0:15:04 elapsed)
Event 230400 (0:15:05 elapsed)
Event 230500 (0:15:05 elapsed)
Event 230600 (0:15:05 elapsed)
Event 230700 (0:15:06 elapsed)
Event 230800 (0:15:06 elapsed)
Event 230900 (0:15:07 elapsed)
Event 231000 (0:15:07 elapsed)
